nome,tipo,descricao,tabela
v018,INT64,Pessoas alfabetizadas com 21 anos de idade,alf
v019,INT64,Pessoas alfabetizadas com 22 anos de idade,alf
v020,INT64,Pessoas alfabetizadas com 23 anos de idade,alf
v021,INT64,Pessoas alfabetizadas com 24 anos de idade,alf
v022,INT64,Pessoas alfabetizadas com 25 anos de idade,alf
v023,INT64,Pessoas alfabetizadas com 26 anos de idade,alf
v024,INT64,Pessoas alfabetizadas com 27 anos de idade,alf
v025,INT64,Pessoas alfabetizadas com 28 anos de idade,alf
v026,INT64,Pessoas alfabetizadas com 29 anos de idade,alf
v027,INT64,Pessoas alfabetizadas com 30 anos de idade,alf
v028,INT64,Pessoas alfabetizadas com 31 anos de idade,alf
v029,INT64,Pessoas alfabetizadas com 32 anos de idade,alf
v030,INT64,Pessoas alfabetizadas com 33 anos de idade,alf
v031,INT64,Pessoas alfabetizadas com 34 anos de idade,alf
v032,INT64,Pessoas alfabetizadas com 35 anos de idade,alf
v033,INT64,Pessoas alfabetizadas com 36 anos de idade,alf
v034,INT64,Pessoas alfabetizadas com 37 anos de idade,alf
v035,INT64,Pessoas alfabetizadas com 38 anos de idade,alf
v036,INT64,Pessoas alfabetizadas com 39 anos de idade,alf
v037,INT64,Pessoas alfabetizadas com 40 anos de idade,alf
v038,INT64,Pessoas alfabetizadas com 41 anos de idade,alf
v039,INT64,Pessoas alfabetizadas com 42 anos de idade,alf
v040,INT64,Pessoas alfabetizadas com 43 anos de idade,alf
v041,INT64,Pessoas alfabetizadas com 44 anos de idade,alf
v042,INT64,Pessoas alfabetizadas com 45 anos de idade,alf
v043,INT64,Pessoas alfabetizadas com 46 anos de idade,alf
v044,INT64,Pessoas alfabetizadas com 47 anos de idade,alf
v045,INT64,Pessoas alfabetizadas com 48 anos de idade,alf
v046,INT64,Pessoas alfabetizadas com 49 anos de idade,alf
v047,INT64,Pessoas alfabetizadas com 50 anos de idade,alf
v048,INT64,Pessoas alfabetizadas com 51 anos de idade,alf
v049,INT64,Pessoas alfabetizadas com 52 anos de idade,alf
v050,INT64,Pessoas alfabetizadas com 53 anos de idade,alf
v051,INT64,Pessoas alfabetizadas com 54 anos de idade,alf
v052,INT64,Pessoas alfabetizadas com 55 anos de idade,alf
v053,INT64,Pessoas alfabetizadas com 56 anos de idade,alf
v054,INT64,Pessoas alfabetizadas com 57 anos de idade,alf
v055,INT64,Pessoas alfabetizadas com 58 anos de idade,alf
v056,INT64,Pessoas alfabetizadas com 59 anos de idade,alf
v057,INT64,Pessoas alfabetizadas com 60 anos de idade,alf
v058,INT64,Pessoas alfabetizadas com 61 anos de idade,alf
v059,INT64,Pessoas alfabetizadas com 62 anos de idade,alf
v060,INT64,Pessoas alfabetizadas com 63 anos de idade,alf
v061,INT64,Pessoas alfabetizadas com 64 anos de idade,alf
v062,INT64,Pessoas alfabetizadas com 65 anos de idade,alf
v063,INT64,Pessoas alfabetizadas com 66 anos de idade,alf
v064,INT64,Pessoas alfabetizadas com 67 anos de idade,alf
v065,INT64,Pessoas alfabetizadas com 68 anos de idade,alf
v066,INT64,Pessoas alfabetizadas com 69 anos de idade,alf
v067,INT64,Pessoas alfabetizadas com 70 anos de idade,alf
v068,INT64,Pessoas alfabetizadas com 71 anos de idade,alf
v069,INT64,Pessoas alfabetizadas com 72 anos de idade,alf
v070,INT64,Pessoas alfabetizadas com 73 anos de idade,alf
v071,INT64,Pessoas alfabetizadas com 74 anos de idade,alf
v072,INT64,Pessoas alfabetizadas com 75 anos de idade,alf
v073,INT64,Pessoas alfabetizadas com 76 anos de idade,alf
v074,INT64,Pessoas alfabetizadas com 77 anos de idade,alf
v075,INT64,Pessoas alfabetizadas com 78 anos de idade,alf
v076,INT64,Pessoas alfabetizadas com 79 anos de idade,alf
v077,INT64,Pessoas alfabetizadas com 80 anos ou mais de idade,alf
v078,INT64,Responsáveis alfabetizados(as) com 10 ou mais anos de idade em domicílios particulares,alf
v079,INT64,Cônjuges ou companheiros(as) (de sexo diferente e do mesmo sexo da pessoa responsável) alfabetizados(as) com 10 ou mais anos de idade em domicílios particulares,alf
v080,INT64,Filhos(as) ou enteados(as) alfabetizados(as) com 10 ou mais anos de idade em domicílios particulares,alf
v081,INT64,"Pais, mães ou sogros(as) alfabetizados(as) com 20 ou mais anos de idade em domicílios particulares",alf
v082,INT64,Netos(as) ou bisnetos(as) alfabetizados(as) com 10 ou mais anos de idade em domicílios particulares,alf
v083,INT64,Irmãos ou irmãs alfabetizados(as) com 10 ou mais anos de idade em domicílios particulares,alf
v084,INT64,Outros parentes alfabetizados(as) com 10 ou mais anos de idade em domicílios particulares,alf
v085,INT64,Conviventes alfabetizados com 10 ou mais anos de idade em domicílios particulares,alf
v001,INT64,Total de pessoas de até 10 anos de idade que tinham registro de nascimento,reg_civil
v002,INT64,Total de pessoas de até 10 anos de idade que não tinham registro de nascimento,reg_civil
v003,INT64,Total de pessoas de até 10 anos de idade que não sabiam se tinham registro de nascimento (inclusive sem declaração),reg_civil
v001,INT64,Mulheres em domicílios particulares e domicílios coletivos,idade_mulher
v002,INT64,Mulheres em domicílios particulares permanentes,idade_mulher
v003,INT64,Mulheres responsáveis pelo domicílio particular,idade_mulher
v004,INT64,Cônjuges ou companheiros(as) (de sexo diferente e do mesmo sexo da pessoa responsável) em domicílios particulares,idade_mulher
v005,INT64,Filhas do responsável e do cônjuge em domicílios particulares,idade_mulher
v006,INT64,Filhas somente do responsável em domicílios particulares,idade_mulher
v007,INT64,Enteadas em domicílios particulares,idade_mulher
v008,INT64,Noras em domicílios particulares,idade_mulher
v009,INT64,"Mães, madrastas em domicílios particulares",idade_mulher
v010,INT64,Sogras em domicílios particulares,idade_mulher
v011,INT64,Netas em domicílios particulares,idade_mulher
v012,INT64,Bisnetas em domicílios particulares,idade_mulher
v013,INT64,Irmãs em domicílios particulares,idade_mulher
v014,INT64,Avós em domicílios particulares,idade_mulher
v015,INT64,Outros parentes em domicílios particulares do sexo feminino,idade_mulher
v016,INT64,Agregadas em domicílios particulares,idade_mulher
v017,INT64,"Convivente em domicílios particulares, do sexo feminino",idade_mulher
v018,INT64,"Pensionistas em domicílios particulares, do sexo feminino",idade_mulher
v019,INT64,Empregadas domésticas em domicílios particulares,idade_mulher
v020,INT64,"Parentes dos(as) empregados(as) domésticos(as) em domicílios particulares ,do sexo feminino",idade_mulher
v021,INT64,Individuais em domicílio coletivo do sexo feminino,idade_mulher
v022,INT64,Mulheres com menos de 1 ano de idade,idade_mulher
v023,INT64,Mulheres com menos de 1 mês de idade,idade_mulher
v024,INT64,Mulheres com 1 mês de idade,idade_mulher
v025,INT64,Mulheres com 2 meses de idade,idade_mulher
v026,INT64,Mulheres com 3 meses de idade,idade_mulher
v027,INT64,Mulheres com 4 meses de idade,idade_mulher
v028,INT64,Mulheres com 5 meses de idade,idade_mulher
v029,INT64,Mulheres com 6 meses de idade,idade_mulher
v030,INT64,Mulheres com 7 meses de idade,idade_mulher
v031,INT64,Mulheres com 8 meses de idade,idade_mulher
v032,INT64,Mulheres com 9 meses de idade,idade_mulher
v033,INT64,Mulheres com 10 meses de idade,idade_mulher
v034,INT64,Mulheres com 11 meses de idade,idade_mulher
v035,INT64,Mulheres com 1 ano de idade,idade_mulher
v036,INT64,Mulheres com 2 anos de idade,idade_mulher
v037,INT64,Mulheres com 3 anos de idade,idade_mulher
v038,INT64,Mulheres com 4 anos de idade,idade_mulher
v039,INT64,Mulheres com 5 anos de idade,idade_mulher
v040,INT64,Mulheres com 6 anos de idade,idade_mulher
v041,INT64,Mulheres com 7 anos de idade,idade_mulher
v042,INT64,Mulheres com 8 anos de idade,idade_mulher
v043,INT64,Mulheres com 9 anos de idade,idade_mulher
v044,INT64,Mulheres com 10 anos de idade,idade_mulher
v045,INT64,Mulheres com 11 anos de idade,idade_mulher
v046,INT64,Mulheres com 12 anos de idade,idade_mulher
v047,INT64,Mulheres com 13 anos de idade,idade_mulher
v048,INT64,Mulheres com 14 anos de idade,idade_mulher
v049,INT64,Mulheres com 15 anos de idade,idade_mulher
v050,INT64,Mulheres com 16 anos de idade,idade_mulher
v051,INT64,Mulheres com 17 anos de idade,idade_mulher
v052,INT64,Mulheres com 18 anos de idade,idade_mulher
v053,INT64,Mulheres com 19 anos de idade,idade_mulher
v054,INT64,Mulheres com 20 anos de idade,idade_mulher
v055,INT64,Mulheres com 21 anos de idade,idade_mulher
v056,INT64,Mulheres com 22 anos de idade,idade_mulher
v057,INT64,Mulheres com 23 anos de idade,idade_mulher
v058,INT64,Mulheres com 24 anos de idade,idade_mulher
v059,INT64,Mulheres com 25 anos de idade,idade_mulher
v060,INT64,Mulheres com 26 anos de idade,idade_mulher
v061,INT64,Mulheres com 27 anos de idade,idade_mulher
v062,INT64,Mulheres com 28 anos de idade,idade_mulher
v063,INT64,Mulheres com 29 anos de idade,idade_mulher
v064,INT64,Mulheres com 30 anos de idade,idade_mulher
v065,INT64,Mulheres com 31 anos de idade,idade_mulher
v066,INT64,Mulheres com 32 anos de idade,idade_mulher
v067,INT64,Mulheres com 33 anos de idade,idade_mulher
v068,INT64,Mulheres com 34 anos de idade,idade_mulher
v069,INT64,Mulheres com 35 anos de idade,idade_mulher
v070,INT64,Mulheres com 36 anos de idade,idade_mulher
v071,INT64,Mulheres com 37 anos de idade,idade_mulher
v072,INT64,Mulheres com 38 anos de idade,idade_mulher
v073,INT64,Mulheres com 39 anos de idade,idade_mulher
v074,INT64,Mulheres com 40 anos de idade,idade_mulher
v075,INT64,Mulheres com 41 anos de idade,idade_mulher
v076,INT64,Mulheres com 42 anos de idade,idade_mulher
v077,INT64,Mulheres com 43 anos de idade,idade_mulher
v078,INT64,Mulheres com 44 anos de idade,idade_mulher
v079,INT64,Mulheres com 45 anos de idade,idade_mulher
v080,INT64,Mulheres com 46 anos de idade,idade_mulher
v081,INT64,Mulheres com 47 anos de idade,idade_mulher
v082,INT64,Mulheres com 48 anos de idade,idade_mulher
v083,INT64,Mulheres com 49 anos de idade,idade_mulher
v084,INT64,Mulheres com 50 anos de idade,idade_mulher
v085,INT64,Mulheres com 51 anos de idade,idade_mulher
v086,INT64,Mulheres com 52 anos de idade,idade_mulher
v087,INT64,Mulheres com 53 anos de idade,idade_mulher
v088,INT64,Mulheres com 54 anos de idade,idade_mulher
v089,INT64,Mulheres com 55 anos de idade,idade_mulher
v090,INT64,Mulheres com 56 anos de idade,idade_mulher
v091,INT64,Mulheres com 57 anos de idade,idade_mulher
v092,INT64,Mulheres com 58 anos de idade,idade_mulher
v093,INT64,Mulheres com 59 anos de idade,idade_mulher
v094,INT64,Mulheres com 60 anos de idade,idade_mulher
v095,INT64,Mulheres com 61 anos de idade,idade_mulher
v096,INT64,Mulheres com 62 anos de idade,idade_mulher
v097,INT64,Mulheres com 63 anos de idade,idade_mulher
v098,INT64,Mulheres com 64 anos de idade,idade_mulher
v099,INT64,Mulheres com 65 anos de idade,idade_mulher
v100,INT64,Mulheres com 66 anos de idade,idade_mulher
v101,INT64,Mulheres com 67 anos de idade,idade_mulher
v102,INT64,Mulheres com 68 anos de idade,idade_mulher
v103,INT64,Mulheres com 69 anos de idade,idade_mulher
v104,INT64,Mulheres com 70 anos de idade,idade_mulher
v105,INT64,Mulheres com 71 anos de idade,idade_mulher
v106,INT64,Mulheres com 72 anos de idade,idade_mulher
v107,INT64,Mulheres com 73 anos de idade,idade_mulher
v108,INT64,Mulheres com 74 anos de idade,idade_mulher
v109,INT64,Mulheres com 75 anos de idade,idade_mulher
v110,INT64,Mulheres com 76 anos de idade,idade_mulher
v111,INT64,Mulheres com 77 anos de idade,idade_mulher
v112,INT64,Mulheres com 78 anos de idade,idade_mulher
v113,INT64,Mulheres com 79 anos de idade,idade_mulher
v114,INT64,Mulheres com 80 anos de idade,idade_mulher
v115,INT64,Mulheres com 81 anos de idade,idade_mulher
v116,INT64,Mulheres com 82 anos de idade,idade_mulher
v117,INT64,Mulheres com 83 anos de idade,idade_mulher
v118,INT64,Mulheres com 84 anos de idade,idade_mulher
v119,INT64,Mulheres com 85 anos de idade,idade_mulher
v120,INT64,Mulheres com 86 anos de idade,idade_mulher
v121,INT64,Mulheres com 87 anos de idade,idade_mulher
v122,INT64,Mulheres com 88 anos de idade,idade_mulher
v123,INT64,Mulheres com 89 anos de idade,idade_mulher
v124,INT64,Mulheres com 90 anos de idade,idade_mulher
v125,INT64,Mulheres com 91 anos de idade,idade_mulher
v126,INT64,Mulheres com 92 anos de idade,idade_mulher
v127,INT64,Mulheres com 93 anos de idade,idade_mulher
v128,INT64,Mulheres com 94 anos de idade,idade_mulher
v129,INT64,Não informado pelo arquivo de referência do censo2010,idade_mulher
v130,INT64,Mulheres com 96 anos de idade,idade_mulher
v131,INT64,Mulheres com 97 anos de idade,idade_mulher
v132,INT64,Mulheres com 98 anos de idade,idade_mulher
v133,INT64,Mulheres com 99 anos de idade,idade_mulher
v134,INT64,Mulheres com 100 anos ou mais de idade,idade_mulher
v001,INT64,"Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo masculino e cor ou raça - branca",alf_idade_gen
v002,INT64,"Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo masculino e cor ou raça – preta",alf_idade_gen
v003,INT64,"Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo masculino e cor ou raça – amarela",alf_idade_gen
v004,INT64,"Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo masculino e cor ou raça – parda",alf_idade_gen
v005,INT64,"Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo masculino e cor ou raça – indígena",alf_idade_gen
v006,INT64,"Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo masculino e cor ou raça – branca",alf_idade_gen
v007,INT64,"Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo masculino e cor ou raça – preta",alf_idade_gen
v008,INT64,"Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo masculino e cor ou raça – amarela",alf_idade_gen
v009,INT64,"Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo masculino e cor ou raça – parda",alf_idade_gen
v010,INT64,"Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo masculino e cor ou raça - indígena",alf_idade_gen
v011,INT64,"Pessoas alfabetizadas de 15 a 19 anos de idade, do sexo masculino e cor ou raça – branca",alf_idade_gen
v012,INT64,"Pessoas alfabetizadas de 15 a 19 anos de idade, do sexo masculino e cor ou raça – preta",alf_idade_gen
v013,INT64,"Pessoas alfabetizadas de 15 a 19 anos de idade, do sexo masculino e cor ou raça – amarela",alf_idade_gen
v014,INT64,"Pessoas alfabetizadas de 15 a 19 anos de idade, do sexo masculino e cor ou raça – parda",alf_idade_gen
v015,INT64,"Pessoas alfabetizadas de 15 a 19 anos de idade, do sexo masculino e cor ou raça - indígena",alf_idade_gen
v016,INT64,"Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo masculino e cor ou raça – branca",alf_idade_gen
v017,INT64,"Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo masculino e cor ou raça – preta",alf_idade_gen
v018,INT64,"Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo masculino e cor ou raça – amarela",alf_idade_gen
v019,INT64,"Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo masculino e cor ou raça – parda",alf_idade_gen
v020,INT64,"Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo masculino e cor ou raça - indígena",alf_idade_gen
v021,INT64,"Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo masculino e cor ou raça – branca",alf_idade_gen
v022,INT64,"Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo masculino e cor ou raça – preta",alf_idade_gen
v023,INT64,"Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo masculino e cor ou raça – amarela",alf_idade_gen
v024,INT64,"Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo masculino e cor ou raça – parda",alf_idade_gen
v025,INT64,"Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo masculino e cor ou raça - indígena",alf_idade_gen
v026,INT64,"Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo masculino e cor ou raça - branca",alf_idade_gen
v027,INT64,"Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo masculino e cor ou raça - preta",alf_idade_gen
v028,INT64,"Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo masculino e cor ou raça - amarela",alf_idade_gen
v029,INT64,"Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo masculino e cor ou raça - parda",alf_idade_gen
v030,INT64,"Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo masculino e cor ou raça - indígena",alf_idade_gen
v031,INT64,"Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo masculino e cor ou raça – branca",alf_idade_gen
v032,INT64,"Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo masculino e cor ou raça – preta",alf_idade_gen
v033,INT64,"Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo masculino e cor ou raça – amarela",alf_idade_gen
v034,INT64,"Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo masculino e cor ou raça – parda",alf_idade_gen
v035,INT64,"Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo masculino e cor ou raça - indígena",alf_idade_gen
v036,INT64,"Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo masculino e cor ou raça – branca",alf_idade_gen
v037,INT64,"Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo masculino e cor ou raça – preta",alf_idade_gen
v038,INT64,"Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo masculino e cor ou raça – amarela",alf_idade_gen
v039,INT64,"Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo masculino e cor ou raça – parda",alf_idade_gen
v040,INT64,"Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo masculino e cor ou raça - indígena",alf_idade_gen
v041,INT64,"Pessoas alfabetizadas de 35 a 39 anos de idade, do sexo masculino e cor ou raça - branca",alf_idade_gen
v042,INT64,"Pessoas alfabetizadas de 35 a 39 anos de idade, do sexo masculino e cor ou raça – preta",alf_idade_gen
v043,INT64,"Pessoas alfabetizadas de 35 a 39 anos de idade, do sexo masculino e cor ou raça – amarela",alf_idade_gen
v044,INT64,"Pessoas alfabetizadas de 35 a 39 anos de idade, do sexo masculino e cor ou raça – parda",alf_idade_gen
v045,INT64,"Pessoas alfabetizadas de 35 a 39 anos de idade, do sexo masculino e cor ou raça - indígena",alf_idade_gen
v046,INT64,"Pessoas alfabetizadas de 40 a 44 anos de idade, do sexo masculino e cor ou raça – branca",alf_idade_gen
v047,INT64,"Pessoas alfabetizadas de 40 a 44 anos de idade, do sexo masculino e cor ou raça – preta",alf_idade_gen
v048,INT64,"Pessoas alfabetizadas de 40 a 44 anos de idade, do sexo masculino e cor ou raça – amarela",alf_idade_gen
v049,INT64,"Pessoas alfabetizadas de 40 a 44 anos de idade, do sexo masculino e cor ou raça – parda",alf_idade_gen
v050,INT64,"Pessoas alfabetizadas de 40 a 44 anos de idade, do sexo masculino e cor ou raça - indígena",alf_idade_gen
v051,INT64,"Pessoas alfabetizadas de 45 a 49 anos de idade, do sexo masculino e cor ou raça – branca",alf_idade_gen
v052,INT64,"Pessoas alfabetizadas de 45 a 49 anos de idade, do sexo masculino e cor ou raça – preta",alf_idade_gen
v053,INT64,"Pessoas alfabetizadas de 45 a 49 anos de idade, do sexo masculino e cor ou raça – amarela",alf_idade_gen
v054,INT64,"Pessoas alfabetizadas de 45 a 49 anos de idade, do sexo masculino e cor ou raça – parda",alf_idade_gen
v055,INT64,"Pessoas alfabetizadas de 45 a 49 anos de idade, do sexo masculino e cor ou raça – indígena",alf_idade_gen
v056,INT64,"Pessoas alfabetizadas de 50 a 54 anos de idade, do sexo masculino e cor ou raça – branca",alf_idade_gen
v057,INT64,"Pessoas alfabetizadas de 50 a 54 anos de idade, do sexo masculino e cor ou raça – preta",alf_idade_gen
v058,INT64,"Pessoas alfabetizadas de 50 a 54 anos de idade, do sexo masculino e cor ou raça – amarela",alf_idade_gen
v059,INT64,"Pessoas alfabetizadas de 50 a 54 anos de idade, do sexo masculino e cor ou raça – parda",alf_idade_gen
v060,INT64,"Pessoas alfabetizadas de 50 a 54 anos de idade, do sexo masculino e cor ou raça - indígena",alf_idade_gen
v061,INT64,"Pessoas alfabetizadas de 55 a 59 anos de idade, do sexo masculino e cor ou raça – branca",alf_idade_gen
v062,INT64,"Pessoas alfabetizadas de 55 a 59 anos de idade, do sexo masculino e cor ou raça – preta",alf_idade_gen
v063,INT64,"Pessoas alfabetizadas de 55 a 59 anos de idade, do sexo masculino e cor ou raça – amarela",alf_idade_gen
v064,INT64,"Pessoas alfabetizadas de 55 a 59 anos de idade, do sexo masculino e cor ou raça – parda",alf_idade_gen
v065,INT64,"Pessoas alfabetizadas de 55 a 59 anos de idade, do sexo masculino e cor ou raça - indígena",alf_idade_gen
v066,INT64,"Pessoas alfabetizadas de 60 a 69 anos de idade, do sexo masculino e cor ou raça – branca",alf_idade_gen
v067,INT64,"Pessoas alfabetizadas de 60 a 69 anos de idade, do sexo masculino e cor ou raça – preta",alf_idade_gen
v068,INT64,"Pessoas alfabetizadas de 60 a 69 anos de idade, do sexo masculino e cor ou raça – amarela",alf_idade_gen
v069,INT64,"Pessoas alfabetizadas de 60 a 69 anos de idade, do sexo masculino e cor ou raça – parda",alf_idade_gen
v070,INT64,"Pessoas alfabetizadas de 60 a 69 anos de idade, do sexo masculino e cor ou raça - indígena",alf_idade_gen
v071,INT64,"Pessoas alfabetizadas de 70 anos ou mais de idade, do sexo masculino e cor ou raça – branca",alf_idade_gen
v072,INT64,"Pessoas alfabetizadas de 70 anos ou mais de idade, do sexo masculino e cor ou raça – preta",alf_idade_gen
v073,INT64,"Pessoas alfabetizadas de 70 anos ou mais de idade, do sexo masculino e cor ou raça – amarela",alf_idade_gen
v074,INT64,"Pessoas alfabetizadas de 70 anos ou mais de idade, do sexo masculino e cor ou raça – parda",alf_idade_gen
v075,INT64,"Pessoas alfabetizadas de 70 anos ou mais de idade, do sexo masculino e cor ou raça - indígena",alf_idade_gen
v076,INT64,"Pessoas alfabetizadas de 5 ou 6 anos de idade, do sexo feminino e cor ou raça - branca",alf_idade_gen
v077,INT64,"Pessoas alfabetizadas de 5 ou 6 anos de idade, do sexo feminino e cor ou raça - preta",alf_idade_gen
v078,INT64,"Pessoas alfabetizadas de 5 ou 6 anos de idade, do sexo feminino e cor ou raça - amarela",alf_idade_gen
v079,INT64,"Pessoas alfabetizadas de 5 ou 6 anos de idade, do sexo feminino e cor ou raça - parda",alf_idade_gen
v080,INT64,"Pessoas alfabetizadas de 5 ou 6 anos de idade, do sexo feminino e cor ou raça - indígena",alf_idade_gen
v081,INT64,"Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo feminino e cor ou raça - branca",alf_idade_gen
v082,INT64,"Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo feminino e cor ou raça - preta",alf_idade_gen
v083,INT64,"Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo feminino e cor ou raça - amarela",alf_idade_gen
v084,INT64,"Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo feminino e cor ou raça - parda",alf_idade_gen
v085,INT64,"Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo feminino e cor ou raça - indígena",alf_idade_gen
v086,INT64,"Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo feminino e cor ou raça – branca",alf_idade_gen
v087,INT64,"Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo feminino e cor ou raça – preta",alf_idade_gen
v088,INT64,"Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo feminino e cor ou raça – amarela",alf_idade_gen
v089,INT64,"Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo feminino e cor ou raça – parda",alf_idade_gen
v090,INT64,"Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo feminino e cor ou raça - indígena",alf_idade_gen
v091,INT64,"Pessoas de15 a 19 anos de idade, do sexo feminino e cor ou raça – branca",alf_idade_gen
v092,INT64,"Pessoas de15 a 19 anos de idade, do sexo feminino e cor ou raça – preta",alf_idade_gen
v093,INT64,"Pessoas alfabetizadas de15 a 19 anos de idade, do sexo feminino e cor ou raça – amarela",alf_idade_gen
v094,INT64,"Pessoas alfabetizadas de15 a 19 anos de idade, do sexo feminino e cor ou raça – parda",alf_idade_gen
v095,INT64,"Pessoas alfabetizadas de15 a 19 anos de idade, do sexo feminino e cor ou raça - indígena",alf_idade_gen
v096,INT64,"Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo feminino e cor ou raça – branca",alf_idade_gen
v097,INT64,"Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo feminino e cor ou raça – preta",alf_idade_gen
v098,INT64,"Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo feminino e cor ou raça – amarela",alf_idade_gen
v099,INT64,"Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo feminino e cor ou raça – parda",alf_idade_gen
v100,INT64,"Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo feminino e cor ou raça - indígena",alf_idade_gen
v101,INT64,"Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo feminino e cor ou raça – branca",alf_idade_gen
v102,INT64,"Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo feminino e cor ou raça – preta",alf_idade_gen
v103,INT64,"Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo feminino e cor ou raça – amarela",alf_idade_gen
v104,INT64,"Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo feminino e cor ou raça – parda",alf_idade_gen
v105,INT64,"Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo feminino e cor ou raça - indígena",alf_idade_gen
v106,INT64,"Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo feminino e cor ou raça - branca",alf_idade_gen
v107,INT64,"Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo feminino e cor ou raça - preta",alf_idade_gen
v108,INT64,"Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo feminino e cor ou raça - amarela",alf_idade_gen
v109,INT64,"Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo feminino e cor ou raça - parda",alf_idade_gen
v110,INT64,"Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo feminino e cor ou raça -indígena",alf_idade_gen
v111,INT64,"Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo feminino e cor ou raça – branca",alf_idade_gen
v112,INT64,"Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo feminino e cor ou raça – preta",alf_idade_gen
v113,INT64,"Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo feminino e cor ou raça – amarela",alf_idade_gen
v114,INT64,"Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo feminino e cor ou raça – parda",alf_idade_gen
v115,INT64,"Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo feminino e cor ou raça - indígena",alf_idade_gen
v116,INT64,"Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo feminino e cor ou raça – branca",alf_idade_gen
v117,INT64,"Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo feminino e cor ou raça – preta",alf_idade_gen
v118,INT64,"Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo feminino e cor ou raça – amarela",alf_idade_gen
v119,INT64,"Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo feminino e cor ou raça – parda",alf_idade_gen
v120,INT64,"Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo feminino e cor ou raça - indígena",alf_idade_gen
v121,INT64,"Pessoas alfabetizadas de 35 a 39 anos de idade, do sexo feminino e cor ou raça - branca",alf_idade_gen
